Class,View,B_G/B_N,B_G/B_a,B_G/B_b,B_G/B_c,B_G/B_d,B_G/B_e,B_G/B_f,B_G/B_g,B_G/B_h,B_G/B_i,B_G/B_j,B_G/B_k,B_G/B_l,B_R/B_N,B_R/B_a,B_R/B_b,B_R/B_c,B_R/B_d,B_R/B_e,B_R/B_f,B_R/B_g,B_R/B_h,B_R/B_i,B_R/B_j,B_R/B_k,B_R/B_l,G_B/G_N,G_B/G_a,G_B/G_b,G_B/G_c,G_B/G_d,G_B/G_e,G_B/G_f,G_B/G_g,G_B/G_h,G_B/G_i,G_B/G_j,G_B/G_k,G_B/G_l,G_R/G_N,G_R/G_a,G_R/G_b,G_R/G_c,G_R/G_d,G_R/G_e,G_R/G_f,G_R/G_g,G_R/G_h,G_R/G_i,G_R/G_j,G_R/G_k,G_R/G_l,R_B/R_N,R_B/R_a,R_B/R_b,R_B/R_c,R_B/R_d,R_B/R_e,R_B/R_f,R_B/R_g,R_B/R_h,R_B/R_i,R_B/R_j,R_B/R_k,R_B/R_l,R_G/R_N,R_G/R_a,R_G/R_b,R_G/R_c,R_G/R_d,R_G/R_e,R_G/R_f,R_G/R_g,R_G/R_h,R_G/R_i,R_G/R_j,R_G/R_k,R_G/R_l,UV_G/B_N,UV_G/B_a,UV_G/B_b,UV_G/B_c,UV_G/B_d,UV_G/B_e,UV_G/B_f,UV_G/B_g,UV_G/B_h,UV_G/B_i,UV_G/B_j,UV_G/B_k,UV_G/B_l,UV_R/B_N,UV_R/B_a,UV_R/B_b,UV_R/B_c,UV_R/B_d,UV_R/B_e,UV_R/B_f,UV_R/B_g,UV_R/B_h,UV_R/B_i,UV_R/B_j,UV_R/B_k,UV_R/B_l
PMMA,1,0.6294154669184171,0.5940259327022512,0.8115400391960257,0.620706144895194,0.6462818596760512,0.6495937831155069,0.5431030219100846,0.6608944909098049,0.4015247203175749,0.5978746528197078,0.8325503797690652,0.5161161481008107,0.7677155800032357,0.3236960113287704,0.22150186938191074,0.17870653115172508,0.2009643739539332,0.28000161570464915,0.3462066800109894,0.35150106335624903,0.3088703027447285,0.16537351136773726,0.1375035221189067,0.15981033498704833,0.21360386627790867,0.17072480181200453,0.8094795106749151,0.7903209055976735,0.7481615891509885,0.7357478881076432,0.7910939798143733,0.7799599198396794,0.8403433970961051,0.7715733493879189,0.6900923923727147,0.6868109841651634,0.7724384787472035,0.784924769927448,0.745482881215604,0.16405414205311875,0.14923668085990235,0.1217648744150511,0.12084576862764936,0.15468884718770606,0.13226452905811623,0.2656718137819774,0.11027493477824604,0.11490072734421074,0.10222489476849067,0.10389261744966442,0.14091639479962995,0.13699897725612428,0.44475160582161155,0.3223042566766931,0.3575782958723068,0.22074550929290832,0.34059286146400486,0.21141038197845252,0.29080310880829013,0.3353142531140059,0.24238572919976395,0.24410121965120254,0.33059517210099276,0.24998790927117084,0.3057509505703422,0.6107407106268802,0.37722176647525296,0.5056540555633114,0.3737929602325823,0.4866210619386663,0.33726738491674835,0.43010163411717817,0.3928877056194732,0.31914121011302254,0.3523310156160948,0.4259436577130474,0.4837742419113024,0.44572243346007606,0.2081899900122073,0.08020539152759948,1.7907081641858367,0.18884262326109585,0.1713987370095967,0.04362003980858002,0.20832218356970833,0.05994618091492444,0.5998560345517076,1.9441340782122907,1.2447032926717418,0.1299635526568195,0.5848547717842323,0.4299744756408833,0.43697047496790753,0.9276048714479026,0.33827008611715714,0.47983690517627164,0.3630203701350951,0.49525020069574527,0.44545642724073686,0.4895625049988003,0.47237740533829925,0.8118866367054939,0.38998657203145976,0.2603734439834025
PMMA,1,0.6887196199301111,0.5358591595002433,0.8072112888763038,0.5995417822259738,0.6113576594345825,0.6444671326474515,0.5463497628376984,0.6237487733071639,0.4034846400733609,0.5726001558207241,0.8397302001740644,0.5179363160016123,0.7746870653685675,0.29082413914955435,0.2561252636702904,0.22761810373306904,0.18843201093291534,0.300706771860618,0.3325217937642347,0.39466900391833365,0.3072423945044161,0.18807886290692344,0.14741460614261698,0.160443864229765,0.2135832325675131,0.18236112247402436,0.8262512673979169,0.8201309674693705,0.7402803873392109,0.7346763606987781,0.7896021605900073,0.7773369952192045,0.8834336979230675,0.7875609028537337,0.7076223536889453,0.6916743377314105,0.7812126312059878,0.7896158758227724,0.7663062093262221,0.16231910775186653,0.1714723278411491,0.14351784940020235,0.1274361304655155,0.17559987535057653,0.13772759637880175,0.34982180164679855,0.1262802028437904,0.12721850095340537,0.12493607446046845,0.10363612206032154,0.159838883976815,0.1476244067133141,0.4491819134359636,0.3228220977400038,0.3547851464224615,0.21053748607205391,0.34255645041751076,0.20877391432646436,0.32487799646055665,0.3419272819730485,0.24134249373317243,0.2868212006771715,0.2873676562175628,0.2696922536271901,0.30366073214642925,0.6681711936809867,0.36797372995943595,0.5043272617490188,0.3586777736509789,0.4566925243342063,0.32243151527074215,0.44618437282136536,0.3886600559369438,0.3256893510351871,0.3810391978122151,0.42251401287108153,0.48170088859882526,0.4510902180436087,0.24376254660166333,0.10412657686551208,1.7393232205367561,0.19960343688037013,0.20046667343004973,0.04872800911277054,0.2645388152556126,0.07029757609203209,0.599196719939754,1.6796875,1.2432677486626167,0.1382973562939607,0.6453517587939699,0.4976101711117484,0.43884968997220436,0.9647607934655776,0.3454820130299311,0.48736938216495895,0.3648061426823609,0.5188666486340276,0.43961455193785287,0.4882436616182746,0.6653645833333334,0.8308096835615195,0.3926752364782925,0.3654522613065327
PMMA,1,0.5507018440608658,0.4529198100027941,0.8233587438844009,0.5041851725316023,0.5612187849422289,0.5299799740841089,0.5309290116411778,0.44401940292621367,0.42664489598451855,0.5112040361801736,0.8080482897384305,0.4322114966518828,0.6897229669347632,0.3327959737349113,0.411194933407842,0.43076572988963474,0.2313802528185856,0.38860417443160644,0.3503749950916873,0.4780301301072814,0.3876641558543992,0.32250846637639086,0.18767328757783738,0.2463782696177062,0.2789807809374728,0.2546023235031278,0.8103716334821206,0.8074641786071308,0.7393894266567387,0.7510045050529649,0.8179982870427016,0.8055051244509517,0.8258861788617886,0.8068838352796559,0.7125489508445847,0.6975870983626739,0.7561666998209667,0.8178863675932911,0.8011794931682822,0.21199658959827478,0.304431856047984,0.2485251159860244,0.22470473639352245,0.31561238223418575,0.22863836017569544,0.39635772357723575,0.25857406269207134,0.22993745981647087,0.21414502031269234,0.17654664810025858,0.2620857756369334,0.2510802288917436,0.4307149536682819,0.4265545585743867,0.4909636589025902,0.32736644145712895,0.4353633831349708,0.30117069486404835,0.3166774821544452,0.4212051765974656,0.33744984954864593,0.6202151371256905,0.40455008488964345,0.3739815680512889,0.44961446423823453,0.5506673467652811,0.45228085586998806,0.5707574867880211,0.44131782405795084,0.5063940238034945,0.413456696878147,0.41112618724559025,0.4752628740900512,0.3650952858575727,0.6363019672448881,0.4688624787775892,0.5184987311339655,0.5271869183727732,0.26737418692228687,0.17341744927951824,1.5985704403965875,0.3106666666666667,0.37089606685680176,0.10528248439385197,0.3200117543344108,0.11870788743559255,0.6853859847871824,1.278688524590164,1.2904589994842701,0.30672092044338434,0.6485581028706563,0.4062535661303207,0.3833966592587282,1.0004611482591654,0.2897971014492754,0.49625257013994817,0.3070345695850601,0.5415809579782545,0.37395957193816887,0.5877973782165399,0.8688524590163934,0.7801959773078907,0.3228567419671671,0.3978190895355712
PMMA,1,0.6732832828898235,0.5520544594814936,0.8211159737417942,0.5866682836122564,0.6373706338939198,0.6524162839084521,0.5064969740121039,0.6542206517471535,0.38194221876287715,0.5900451030927836,0.8379261815045171,0.514249016617163,0.7786569283830392,0.3048622302582446,0.2744986140551117,0.20423048869438365,0.20191608052389037,0.28165426908150065,0.33922192124995093,0.25169099323602706,0.3099332548095799,0.16633853761274667,0.14211501288659795,0.19485177282426114,0.21979609857911214,0.17472103875025363,0.8440924032140248,0.8073061311685537,0.7474918750883142,0.7506240766213257,0.7926030434344452,0.7875686099985166,0.8402097714989029,0.7967983347375724,0.7243237945903567,0.6958795953614607,0.7900599828620395,0.7811963365769892,0.7773993956544679,0.17841490138787436,0.18991668446913054,0.13098770665536244,0.14152529420755006,0.16683462662501258,0.13143450526628098,0.1853695082142666,0.13822669376022204,0.1445021560172481,0.10944979027880582,0.13403689171514904,0.1437225720282389,0.1459542424097079,0.45085816062176165,0.3601870600713528,0.3834681129243136,0.24800484341460732,0.3516866262703373,0.22046434169278997,0.25440050163479194,0.3598287985325589,0.25845258307057967,0.2763280812106869,0.361863124264335,0.259861932938856,0.3014240506329114,0.6466159326424871,0.4392054768103365,0.5257856762384389,0.3952886785183554,0.4759769072951954,0.31622257053291536,0.370627491378152,0.4286151024151636,0.31671113267038564,0.3527433518091798,0.4464435850008408,0.4561143984220907,0.46291534810126583,0.19295425915468487,0.09913089281011325,1.5506983493560673,0.20097560975609757,0.16957397670876123,0.04521243132156188,0.20401415395324557,0.07586235978746732,0.6299316729116156,1.7235434007134363,1.2716705712741034,0.11785959295678024,0.6418669718936793,0.488684244819947,0.4193310508296023,0.8810085253038272,0.33019512195121953,0.48105744189474725,0.36299962253072177,0.5309472707233599,0.444378847937927,0.561971934464771,0.5648038049940547,0.7720309965759596,0.395700891836268,0.3726949001653313
PMMA,1,0.6348502100592878,0.5311514357104821,0.8184365368450547,0.5760213791148722,0.618716004615131,0.6095637847167739,0.49495372308264735,0.6271206409048068,0.3567529411764706,0.5776761056840196,0.8319392672061097,0.5030490283762907,0.775145265570014,0.3064509796222859,0.2782533895875149,0.22102362940132625,0.20771753654289993,0.3072358661611999,0.33771379256237255,0.30314869075856943,0.3269321394910462,0.18785882352941177,0.1501586909030955,0.2035185016819711,0.23753963736889178,0.1964154186103609,0.828667668077746,0.8235325141079056,0.7464439140811455,0.7496276513789739,0.8081018049077265,0.7964708847995966,0.832363714716656,0.8001198681450404,0.7210557591363772,0.7121819274694451,0.7834615897869311,0.7950250206481075,0.7766793653855427,0.1670080568073194,0.19202573703918566,0.15307875894988068,0.1490421652714293,0.19494017440681405,0.1449458028737081,0.2160633484162896,0.15343122565178302,0.16564326037436863,0.12537567621719095,0.13246741692985187,0.16552494777243354,0.1666104065197473,0.4430833702703792,0.35545184969131305,0.40585583303784006,0.2480246567666013,0.35701811286861934,0.21139214476660495,0.25083256244218316,0.34169934640522875,0.2646172095092176,0.2593579494987946,0.37727501820014564,0.2729497526685759,0.3196332921302019,0.624048031591248,0.4217587866413884,0.517653614305253,0.3886242644998599,0.4690883688438701,0.2945198437178696,0.357631822386679,0.39691503267973854,0.2974348836059902,0.3556655246796092,0.4495715965727726,0.46336891434522254,0.4740935311083642,0.15852334419109662,0.10670249762883338,1.5204194260485653,0.22617509688959558,0.20701950995873872,0.045961720024032274,0.23593228421554602,0.07645337743289658,0.6481294236602629,1.7200725513905684,1.3045515394912985,0.13027139874739038,0.6480171350684755,0.45880564603691637,0.4265465275582253,0.8894407652685798,0.3077114180661831,0.4845397585451582,0.3429319371727748,0.5395207439198856,0.42941949709536525,0.5584506494516606,0.6178960096735188,0.7751004016064257,0.38223150081187657,0.3907314856883235
PMMA,1,0.6268803267742823,0.4941462800553901,0.8104340115276614,0.5367224734205058,0.5848263100344857,0.5808996702779087,0.46065724964807536,0.5873296414123561,0.3438133372880518,0.4895081131594597,0.8036226277704457,0.468407960199005,0.7345110620390817,0.29154392993205297,0.29809911459863203,0.2621311394649983,0.19320542588292802,0.325048364033981,0.33725859632595384,0.32347944274549784,0.33184085464043045,0.20653517227742352,0.15954464361566564,0.17567014062713332,0.24780265339966834,0.1912836965126453,0.8314511972259969,0.7866997633204411,0.7156166591126555,0.7100229125592796,0.7812797965886217,0.7997165800661313,0.8437322566399598,0.7563229315169756,0.6580026658464062,0.6649248856956238,0.742867576573698,0.7965478500663875,0.7502282641777418,0.19029098917576495,0.19829128903769558,0.1564183914992194,0.13603666009484736,0.19906769784934844,0.16685036477195192,0.33064159989906,0.14124293785310735,0.15108171844560647,0.14375136076638362,0.11480348746975852,0.1842508426105607,0.17043725271380747,0.4393080329429293,0.3465933135844266,0.3942629138358676,0.25154830120970073,0.35668315515132176,0.22962882215076036,0.2849453415459741,0.34876966076615334,0.25468322458429804,0.36048912180403364,0.34616479699333746,0.31167645884433287,0.3328180212014134,0.5868476596449117,0.4255713076597546,0.5129947158416909,0.38704636221566247,0.4607201744588054,0.3296996784215403,0.361689140447256,0.4001753712939113,0.2985161018732898,0.43036366523741465,0.4234383007801378,0.49232787633335234,0.46814266784452296,0.19565118085057787,0.11952622288024597,1.4730201863354035,0.22507046747859386,0.22225259704756697,0.06000692221164662,0.2879611650485437,0.08338552384360741,0.6576000000000001,1.3858267716535433,1.295099160945843,0.17105465742879136,0.6454310579276584,0.4462564524233703,0.41523831216901086,0.9107142857142857,0.28846460671169494,0.4716238381629306,0.3449424591156875,0.5419417475728155,0.39617070770331936,0.57048,0.8177727784026996,0.8020594965675057,0.37454452142673855,0.40053032363339675
PMMA,1,0.5992916174734356,0.5259625283096562,0.8024785147903707,0.5527501522224477,0.590373975622946,0.5848686019562399,0.46908196873405394,0.6084924188860082,0.3622528212030231,0.5018942582926419,0.8043700423378266,0.45527123848515866,0.7120603015075376,0.30861865407319955,0.28816141651225036,0.21917287878068464,0.20649482443677694,0.3204376221972628,0.35098401225596104,0.2836665584264972,0.3755597454631157,0.21327259550678124,0.16012796767132514,0.2261910555258163,0.23385875127942682,0.19949748743718593,0.825775768705561,0.8028498274518535,0.7215664699409824,0.7281952678523741,0.8053083446759501,0.7958535187789759,0.8523610280932458,0.7679429627673621,0.6898981989036805,0.693984885620915,0.7415660933193956,0.7852040561466607,0.7521661112535247,0.1895747987003814,0.20410775910052323,0.1564469340802241,0.16177962933290604,0.20903570306774158,0.16778663332812419,0.2215399663098408,0.15489833641404804,0.18010963194988253,0.13720383986928106,0.15708448161170768,0.18072830810729806,0.17339143809279672,0.43656230300483295,0.36196754563894523,0.4179712291093717,0.28193495168512844,0.36940279011442606,0.24615799406848207,0.2743935846989092,0.35872222222222216,0.27541091748666924,0.30871459694989106,0.4064504632929437,0.3011842404919153,0.3413176934882701,0.5153183441899559,0.433316430020284,0.5077215993230378,0.4189252887108178,0.46230210564815305,0.3571313022378,0.3708223340140459,0.41816666666666663,0.3463800780605794,0.39055918663761807,0.466143977191732,0.4898086996128445,0.4499013374260031,0.2067948965783878,0.1316458622283865,1.533727328306501,0.2728488372093023,0.2305353147053761,0.05123768964599415,0.27984369912080753,0.0923527324343506,0.6197654941373534,1.577319587628866,1.311062863909997,0.1679460099943331,0.6170951065788541,0.4058573361685676,0.40736245954692557,0.8214795190544121,0.2957558139534884,0.44104653164266455,0.3249489841185343,0.538261152718984,0.4013041163946061,0.5101824914043903,0.7546391752577319,0.7743017862429684,0.33645870897944463,0.3641385171021882
PMMA,1,0.5951857378465405,0.49530346820809246,0.778677335843728,0.5238591289715133,0.5452813361439922,0.5462000235414133,0.46491809487737906,0.6035619017731054,0.3375205062104523,0.47843392088376246,0.8024608199739548,0.43285376507834733,0.720403532938984,0.2883845126835781,0.25477681438664096,0.19534008001882797,0.196642493689651,0.30310523755472674,0.33785851610625023,0.28912981725215414,0.30413463047230505,0.17543941879540662,0.13808788887986354,0.17459248282365622,0.21400232436981526,0.17486427355967912,0.8194019630221411,0.786791855680979,0.6943809523809523,0.7124262761846655,0.7886448404475757,0.7688401381271583,0.8415787159190853,0.7558311919351649,0.6605344500947253,0.6410113498175922,0.760805000221641,0.7537630258587419,0.7373898731726208,0.1581830632275736,0.15323346344551111,0.12038095238095238,0.12085621313809233,0.16545793617903026,0.13259191549867969,0.20657431838170626,0.11178098438426566,0.12817828297935985,0.09698013781921362,0.10488053548472893,0.14207834812813586,0.14004259850905218,0.42419002922893256,0.3199175889990896,0.34899090031010116,0.22839113066635794,0.33279038990125215,0.19492502883506344,0.2448334548991004,0.3317181080796376,0.23925841768229705,0.2875668547146311,0.329595401780683,0.2660251092306842,0.29461297635755157,0.494545304845416,0.36955584303579125,0.4491383254537135,0.33919990736988365,0.4163188435304897,0.2649816960032095,0.3242402139557501,0.3442536605920151,0.264459822350754,0.36053923364349033,0.3899470303166911,0.4435042309606769,0.4061319227032279,0.1708542713567839,0.07109915449654113,1.570689298281929,0.19467255183740503,0.17603015331329905,0.042220586324860344,0.2608007387375503,0.05770199899210482,0.613840830449827,1.6781310837118752,1.2974719635050371,0.09922954303931987,0.6213773116202043,0.4359076082165212,0.43999807840122984,0.861726350652039,0.3040956682406077,0.4591758773493608,0.3190144199540986,0.5334080865378273,0.3962287922056106,0.5136678200692042,0.6476314081765088,0.780174871697396,0.387221041445271,0.3748964946177201
PMMA,1,0.5469166797426643,0.4314373088685015,0.746195211038961,0.46342556746403685,0.49687303252885623,0.5368293065578914,0.4518093163704767,0.5329437602949251,0.3078232096431104,0.41707165109034267,0.7744364271949089,0.3703566427806606,0.6428512634784755,0.29252314451592654,0.2638532110091743,0.2205762987012987,0.18904600839480012,0.32486883525708293,0.3122450580483213,0.32216226919459434,0.28508118283786965,0.15079177499409122,0.14176531671858775,0.1474028593196791,0.22617576805864428,0.16972590336653223,0.7576944864048338,0.7625465208074884,0.6288589904046725,0.6743507922535211,0.7328074086777567,0.7295474325500435,0.82357234081372,0.7237035481839177,0.6035844155844156,0.6069905745062836,0.7291731669266771,0.7092224804563703,0.6755110687427179,0.1304286253776435,0.1549001917221157,0.1319357530246141,0.11619718309859156,0.1710970102326645,0.12837249782419496,0.2585294654260171,0.09788998530338021,0.12051948051948051,0.10901032315978455,0.08290617338979274,0.14927107542784704,0.13584366062917064,0.3979255844583471,0.2958600818884901,0.36817391304347824,0.23667541109475976,0.3333151164061646,0.20806206597222224,0.2788180998355525,0.30420291492486723,0.22477136137967077,0.3403187960190954,0.3114075972966675,0.29820067874751877,0.3136996161228407,0.43966084952255513,0.3137036849820553,0.452,0.3387932689231557,0.3951251502896492,0.2786458333333333,0.3663996604954644,0.3042594057168681,0.21949307551607003,0.38498260377053156,0.38149615474248433,0.4379842479349428,0.40313099808061414,0.14923457695480796,0.06954507368524816,1.5131982811540825,0.18335639033734172,0.16152516629131095,0.04001539053482108,0.27705386384224095,0.04951977048771361,0.6180614496689866,1.6582849774339135,1.279217741180874,0.0988509062935718,0.6268845102026506,0.38326152717939316,0.43230321849277936,0.898096992019644,0.29567947217196977,0.4513172366836013,0.31999486982172626,0.5264441502334333,0.3836015134505842,0.5190969275165507,0.6434558349451966,0.8004117151679611,0.34578585508918697,0.38138980436154546
PMMA,2,0.6188886707245238,0.5271587743732591,0.7888599832760383,0.5758321101281391,0.5644730015564513,0.5981095815193944,0.5167464114832536,0.5929050739708825,0.5471161657189276,0.5139088630480338,0.7833168805528135,0.6306668242152114,0.6672458012740962,0.2611820145297467,0.2975585777486482,0.16974821146520488,0.18050541516245489,0.1649838368519775,0.24740165509667802,0.2884483937115516,0.24271082682572695,0.16937449228269702,0.13456876361096273,0.17379620489196007,0.17267320493126948,0.1530156366344006,0.7035229771033299,0.7765085544513882,0.6850572581019054,0.6791431149954875,0.724695137250966,0.7184612078229099,0.7672972685726431,0.7251852241080342,0.5971418140092839,0.6597222222222222,0.6888205728785438,0.6851285041053297,0.6775800367540382,0.11705721486406777,0.12626780043028377,0.06583522648245166,0.05661900916733957,0.10919857479801275,0.10982162045991833,0.1663301094696567,0.10167621249540225,0.09742867574192876,0.09220679012345678,0.12135851266286049,0.06364475538065394,0.07747364348583034,0.28387033205241896,0.28690338722093917,0.2427027027027027,0.2070715249662618,0.28745304282494366,0.25936667934575885,0.3006207777980646,0.3174113311837863,0.27614769057981187,0.2633516053249804,0.29088577628723616,0.16201420398500693,0.25935108793228745,0.36831214898019515,0.2395111624326405,0.35164619164619165,0.31357624831309044,0.2144252441773103,0.27277481932293646,0.35827095125068464,0.3187010594196223,0.256539847442557,0.36217697729052467,0.34592621818899194,0.27273623988952456,0.3510024366263412,0.0649857240519564,0.05067165448053052,1.6146736812171194,0.04726356552979051,0.05427699038417719,0.03284732002319609,0.08430878648688694,0.032905811623246496,0.5591846325559537,1.2281961830494563,1.2249398975645447,0.0679362018400225,0.5790388605394493,0.41754131982145015,0.48240095221901036,1.0888667709370112,0.32939859095786866,0.42241261450120765,0.3636401292353575,0.5423025633427174,0.41114228456913826,0.6935910239088292,0.2398932895546891,1.0157834221804118,0.45180989112530634,0.6386474513542308
